SA2_MAIN16,SA2_NAME16,Ec_To_Dw,Ec_Typlg,Ec_PoCap,Ec_PctWlkg,Ec_AvTmeWk,Ec_AvDstWk,Ec_Clss,BU_toDwel,BU_Typo,BU_PoCap,BU_PcWalk,BUAvTmeWlk,BUAvDstWlk,BU_Cls,St_ToDwl,St_Typlg,St_PoCap,St_PctWlk,St_AvTmeWk,St_AvDstWk,Op_ToDwe,Op_Typlg,Op_PoCapa,Op_PctgWlk,Op_AvTmeWk,Op_AvDstWk,St_Cls,Op_Clss,ExCon,BaU,Std20M,Opt20Min
207031165,Burwood,3916.618038,1,10183.2069,9.795173014,9.870631136,0.717130612,Urban mixed use and residential area,4476.1349,2,11637.95074,9.89041904,9.491235524,0.678376192,Typical suburban area,3636.859607,1,9455.834977,9.747894518,11.10226117,0.847190846,6154.685488,1,16002.18227,10.18175013,12.00758816,0.946752766,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
207031166,Burwood East,3316.195724,1,8953.728454,11.4768708,9.724671598,0.690376721,Urban mixed use and residential area,3789.93797,2,10232.83252,11.58846927,9.350886205,0.653068106,Typical suburban area,3079.324601,1,8314.176422,11.42147523,10.9380892,0.815584816,5211.164709,1,14070.14471,11.92981794,11.83002889,0.911432394,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
207031167,Surrey Hills (East) - Mont Albert,2652.511211,1,6896.529149,15.75926812,8.144690682,0.571485708,Urban mixed use and residential area,3031.441384,2,7881.747599,15.91250764,7.831634722,0.540602077,Typical suburban area,2463.046125,1,6403.919924,15.68320264,9.160962641,0.675131492,4168.231903,1,10837.40295,16.38122471,9.907987648,0.754472987,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208011168,Beaumaris,4126.150639,2,11140.60673,15.11700506,11.16905779,0.737211083,Typical suburban area,5501.534185,2,14854.1423,15.41242301,10.73975479,0.697371495,Typical suburban area,5845.380072,2,15782.52619,15.48717517,12.07983167,0.823848176,3094.612979,2,8355.455044,14.89916354,13.06487404,0.920666864,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208011169,Brighton (Vic.),4630.060127,3,11575.15032,23.8187414,9.682458879,0.681925965,Spacious residential area,3704.048102,3,9260.120254,23.58936381,9.310296008,0.645074037,Spacious residential area,3704.048102,3,9260.120254,23.58936381,10.06949831,0.720883178,2778.036076,3,6945.090191,23.36219516,10.06949831,0.720883178,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208011170,Brighton East,4364.09604,1,11783.05931,14.79892526,8.649891193,0.628926684,Urban mixed use and residential area,4987.538331,2,13466.35349,14.94282663,8.317416935,0.594938887,Typical suburban area,4052.374894,1,10941.41221,14.72749508,9.729200673,0.742990078,6857.865206,1,18516.23606,15.38298088,10.5225623,0.830306318,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208011171,Cheltenham - Highett (West),3548.248943,2,8870.622356,14.35180806,11.69748692,0.806498253,Typical suburban area,4730.99859,2,11827.49648,14.63227246,11.24787279,0.76291432,Typical suburban area,5026.686002,2,12566.715,14.70324079,12.65135122,0.901277978,2661.186707,2,6652.966767,14.14499331,13.6829978,1.007196222,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208011172,Hampton,3280.829736,3,8530.157315,15.31938636,9.960564717,0.684810543,Spacious residential area,2624.663789,3,6824.125852,15.17185867,9.577712344,0.64780273,Spacious residential area,2624.663789,3,6824.125852,15.17185867,10.35872095,0.723932547,1968.497842,3,5118.094389,15.02575169,10.35872095,0.723932547,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208011173,Sandringham - Black Rock,3682.784303,3,9206.960757,17.10634004,10.55875928,0.742763862,Spacious residential area,2946.227442,3,7365.568606,16.94160376,10.15291422,0.702624197,Spacious residential area,2946.227442,3,7365.568606,16.94160376,10.9808273,0.785196636,2209.670582,3,5524.176454,16.7784539,10.9808273,0.785196636,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208021174,Bentleigh - McKinnon,4349.413256,2,11743.41579,16.71984133,9.637088146,0.634851024,Typical suburban area,5799.217674,2,15657.88772,17.04658206,9.266669182,0.60054307,Typical suburban area,6161.668779,2,16636.5057,17.12926009,10.42293851,0.709458755,7973.924302,1,21529.59562,17.54870429,10.40805477,0.793061175,Typical suburban area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208021176,Carnegie,3079.256055,1,7082.288926,13.50829284,8.52623847,0.59573296,Urban mixed use and residential area,3519.149777,2,8094.044487,13.63964439,8.198517029,0.563538984,Typical suburban area,2859.309194,1,6576.411146,13.44309217,9.590118906,0.703776274,4838.830944,1,11129.31117,14.04141225,10.37213919,0.786484106,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208021177,Caulfield - North,3684.299739,3,9210.749347,14.22039482,10.02638202,0.712662003,Spacious residential area,2947.439791,3,7368.599478,14.08345057,9.640999837,0.67414907,Spacious residential area,6263.309556,2,15658.27389,14.71027147,10.68211471,0.786682911,8105.459426,1,20263.64856,15.0704819,10.66686087,0.879385404,Typical suburban area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208021178,Caulfield - South,3247.835191,2,8444.371496,14.38353701,9.487799888,0.638776878,Typical suburban area,4330.446921,2,11259.16199,14.66462145,9.123119089,0.604256768,Typical suburban area,3518.488123,1,9148.06912,14.45329894,9.474251505,0.714050166,5954.364516,1,15481.34774,15.09658092,10.24682346,0.797965386,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208021179,Elsternwick,2327.93236,1,5587.037665,16.53305991,9.002532831,0.617083204,Urban mixed use and residential area,2660.494126,2,6385.185902,16.69382361,8.656504152,0.583735441,Typical suburban area,2161.651477,1,5187.963546,16.45325956,10.12584396,0.728998641,3658.179423,1,8779.630616,17.18555503,10.95154961,0.814670607,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208021180,Hughesdale,1624.529967,1,4223.777914,13.74673655,8.123856356,0.558791829,Urban mixed use and residential area,1856.605677,2,4827.174759,13.88040668,7.811601201,0.528594187,Typical suburban area,1508.492112,1,3922.079492,13.68038499,9.137528665,0.660135426,2552.832805,1,6637.365294,14.28926641,9.882642763,0.737714583,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208021181,Murrumbeena,2041.549221,1,5103.873053,14.31081525,8.57602595,0.60625157,Urban mixed use and residential area,2333.19911,2,5832.997775,14.44997035,8.246390836,0.573489158,Typical suburban area,1895.724277,1,4739.310692,14.24174104,9.646118729,0.716202559,3208.148776,1,8020.37194,14.87560708,10.43270549,0.800370729,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208021182,Ormond - Glen Huntly,2369.295802,1,5686.309925,15.01734805,8.248130795,0.571346986,Urban mixed use and residential area,2707.766631,2,6498.639915,15.16337332,7.931098926,0.540470851,Typical suburban area,2200.060388,1,5280.144931,14.94486361,9.277309724,0.674967611,3723.179118,1,8935.629882,15.61002396,10.03382218,0.754289846,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208021426,Bentleigh East (North),3716.5352,1,10406.29856,13.11545406,8.86560051,0.620761364,Urban mixed use and residential area,4247.468799,2,11892.91264,13.24298574,8.524835072,0.587214829,Typical suburban area,3451.0684,1,9662.991519,13.05214951,9.971825601,0.733343879,5840.269599,1,16352.75488,13.63306966,10.78497192,0.819526498,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208021427,Bentleigh East (South),3701.197943,1,9993.234445,13.07722075,9.220656494,0.64861554,Urban mixed use and residential area,4229.940506,2,11420.83937,13.20438066,8.866243836,0.613563739,Typical suburban area,3436.826661,1,9279.431985,13.01410075,10.37118449,0.766249744,5816.168195,1,15703.65413,13.59332743,11.21689628,0.856299461,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208031183,Aspendale Gardens - Waterways,2317.407416,3,7415.703732,12.55998768,12.71325363,0.821407172,Spacious residential area,3707.851866,2,11865.12597,12.92995329,12.04212648,0.767523374,Typical suburban area,1853.925933,3,5932.562986,12.43903336,13.2214438,0.868332697,1390.44445,3,4449.422239,12.31924385,13.2214438,0.868332697,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208031184,Braeside,0,0,0,11.65199882,8.153104818,0.409773667,Excluded,0,0,0,11.65199882,8.153104818,0.409773667,Excluded,0,0,0,11.65199882,8.153104818,0.409773667,0,0,0,11.65199882,8.153104818,0.409773667,Excluded,Excluded,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208031185,Carrum - Patterson Lakes,3822.0491,1,9172.917841,15.09712543,10.16925646,0.729530428,Urban mixed use and residential area,4368.056115,2,10483.33468,15.24392643,9.778382641,0.69010591,Typical suburban area,3549.045593,1,8517.709424,15.02425593,11.43814813,0.861839517,6006.077158,1,14414.58518,15.69294984,12.37086481,0.963122951,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208031186,Chelsea - Bonbeach,3586.842502,2,7891.053505,16.00484829,11.23809293,0.741073334,Typical suburban area,4782.456669,2,10521.40467,16.31761655,10.80613645,0.701025026,Typical suburban area,5081.360211,2,11178.99246,16.39675901,12.15449624,0.828164319,2690.131877,2,5918.290128,15.77421262,13.14562709,0.925490241,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208031187,Chelsea Heights,1725.324088,1,4658.375039,12.47679903,11.37837602,0.774467232,Urban mixed use and residential area,1971.798958,2,5323.857187,12.59812058,10.94102749,0.732614286,Typical suburban area,1602.086654,1,4325.633964,12.41657709,12.79813828,0.914926149,2711.223567,1,7320.303632,12.96920942,13.84175451,1.022448327,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208031188,Cheltenham - Highett (East),6923.046049,1,16615.31052,15.46689157,9.499189552,0.714606474,Urban mixed use and residential area,7912.052627,2,18988.92631,15.6172881,9.134070971,0.67598846,Typical suburban area,6428.54276,1,15428.50262,15.39223732,10.68447213,0.844208925,10879.07236,1,26109.77367,16.07730921,11.55573077,0.94342041,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208031189,Edithvale - Aspendale,3923.797368,1,10201.87316,16.20769062,9.298754295,0.696892142,Urban mixed use and residential area,4484.339849,2,11659.28361,16.3652905,8.941339806,0.659231427,Typical suburban area,3643.526127,1,9473.16793,16.12946074,10.45902712,0.823281886,6165.967292,1,16031.51496,16.84734469,11.31190199,0.920034024,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208031190,Mentone,3002.235488,2,6905.141623,15.2315609,10.94775981,0.715163071,Typical suburban area,4002.980651,2,9206.855497,15.52921751,10.52696281,0.676514978,Typical suburban area,4253.166942,2,9782.283966,15.60453614,11.84048808,0.79920908,2251.676616,2,5178.856217,15.01206859,12.80601333,0.89313218,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208031191,Moorabbin - Heatherton,4532.780526,3,11785.22937,13.40229937,11.65995706,0.921225735,Spacious residential area,3626.224421,3,9428.183494,13.27323348,11.21178546,0.87144182,Spacious residential area,3626.224421,3,9428.183494,13.27323348,12.12604354,0.973853717,2719.668316,3,7071.137621,13.14541051,12.12604354,0.973853717,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208031192,Moorabbin Airport,0,0,0,4.773090259,6.023092913,0.291204648,Excluded,0,0,0,4.773090259,6.023092913,0.291204648,Excluded,0,0,0,4.773090259,6.023092913,0.291204648,0,0,0,4.773090259,6.023092913,0.291204648,Excluded,Excluded,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208031193,Mordialloc - Parkdale,6265.503755,1,15663.75939,16.37742959,9.971644147,0.723776403,Urban mixed use and residential area,7160.57572,2,17901.4393,16.53667998,9.588365916,0.684662837,Typical suburban area,5817.967773,1,14544.91943,16.29838043,11.2158783,0.85504193,9845.791615,1,24614.47904,17.02378259,12.13047013,0.955526511,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208041194,Malvern - Glen Iris,3982.469277,2,9557.926265,23.01943323,10.21427729,0.700911168,Typical suburban area,5309.959036,2,12743.90169,23.46928118,9.821673016,0.663033261,Typical suburban area,4314.341717,1,10354.42012,23.13108033,10.19969151,0.783506343,7301.193674,1,17522.86482,24.16058973,11.03141902,0.875584057,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
208041195,Malvern East,5878.236743,1,15871.23921,16.91247176,9.184098287,0.685286153,Urban mixed use and residential area,6717.98485,2,18138.55909,17.07692477,8.831090809,0.648252637,Typical suburban area,5458.36269,1,14737.57926,16.8308401,10.33006465,0.809571012,9237.229168,1,24940.51875,17.57994078,11.17242335,0.904711848,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209011196,Bundoora - East,3183.049189,1,8912.537728,11.49828385,9.644774044,0.675467959,Urban mixed use and residential area,2955.688532,1,8275.927891,11.44278492,9.274059658,0.638965027,Urban mixed use and residential area,2955.688532,1,8275.927891,11.44278492,10.84822225,0.79797217,5001.934439,1,14005.41643,11.95207608,11.7328338,0.891749909,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209011197,Greensborough,6605.08319,2,17833.72461,14.11698292,9.010037533,0.674258405,Typical suburban area,8806.777587,2,23778.29948,14.39285834,8.663720396,0.63782084,Typical suburban area,9357.201186,2,25264.4432,14.46266549,9.744755446,0.753497295,4953.812393,2,13375.29346,13.91355208,10.53938547,0.842048344,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209011198,Heidelberg - Rosanna,4723.283837,1,11808.20959,15.74758753,9.234938352,0.674679248,Urban mixed use and residential area,4385.90642,1,10964.76605,15.67157844,8.879976744,0.638218939,Urban mixed use and residential area,4385.90642,1,10964.76605,15.67157844,10.3872484,0.797040418,7422.303172,1,18555.75793,16.36908314,11.23427011,0.890708657,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209011199,Heidelberg West,4399.770038,2,10559.44809,11.91094561,11.90091164,0.785265498,Typical suburban area,5866.360051,2,14079.26412,12.14371044,11.44347852,0.742829003,Typical suburban area,6233.007554,2,14959.21813,12.20260894,12.87136409,0.877549948,3299.827529,2,7919.586069,11.73930456,13.92095148,0.980679672,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209011200,Ivanhoe,3266.422188,2,8166.05547,16.72226226,11.43700737,0.732145642,Typical suburban area,4355.229584,2,10888.07396,17.0490503,10.99740525,0.692579795,Typical suburban area,4627.431433,2,11568.57858,17.1317403,12.36963104,0.818187443,2449.816641,2,6124.541602,16.4812884,13.37830491,0.914340882,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209011201,Ivanhoe East - Eaglemont,1973.547643,3,5525.933402,16.83564354,11.29807695,0.712211955,Spacious residential area,1578.838115,3,4420.746721,16.6735141,10.86381487,0.673723344,Spacious residential area,3355.030994,2,9394.086783,17.41561257,12.03697942,0.786186119,1184.128586,3,3315.560041,16.51294598,11.7496979,0.752899353,Typical suburban area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209011202,Montmorency - Briar Hill,6459.876185,2,16149.69046,14.13591286,9.379887369,0.692849204,Typical suburban area,8613.168247,2,21532.92062,14.41215821,9.019354383,0.655406974,Typical suburban area,9151.491262,2,22878.72816,14.48205897,10.14476446,0.774272886,4844.907139,2,12112.26785,13.93220923,10.97201297,0.865265484,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209011203,Viewbank - Yallambie,6131.605295,1,15942.17377,14.13447817,8.855623679,0.664807025,Urban mixed use and residential area,7007.548909,2,18219.62716,14.2719186,9.591446399,0.664616917,Typical suburban area,5693.633488,1,14803.44707,14.06625509,9.960603889,0.785377748,9635.37975,1,25051.98735,14.69231066,10.77283515,0.87767539,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209011204,Watsonia,2946.312284,1,7660.411938,14.45349509,8.552429871,0.607910535,Urban mixed use and residential area,2735.861406,1,7113.239656,14.38373221,8.223701715,0.575058471,Urban mixed use and residential area,2735.861406,1,7113.239656,14.38373221,9.619578396,0.718162398,4629.919303,1,12037.79019,15.02391793,10.40400094,0.802560888,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209021205,Kingsbury,5495.533837,2,15937.04813,10.35499353,12.26063856,0.84396118,Typical suburban area,7327.37845,2,21249.3975,10.5573518,11.78937868,0.798352714,Typical suburban area,7785.339603,2,22577.48485,10.60855626,13.26042471,0.94314355,4121.650378,2,11952.7861,10.20577432,14.34173781,1.053981838,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209021207,Reservoir - East,5061.519322,3,12147.64637,12.37742221,9.321579964,0.682249782,Spacious residential area,4049.215458,3,9718.117099,12.25822602,8.963288129,0.645380355,Spacious residential area,8604.582848,2,20650.99884,12.80381052,9.931218092,0.753111914,11135.34251,1,26724.82202,13.11733744,9.917036516,0.84185841,Typical suburban area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209021208,Reservoir - West,6665.087847,2,17329.2284,13.48025829,10.43081591,0.722333029,Typical suburban area,8886.783796,2,23105.63787,13.74369077,10.02988858,0.683297465,Typical suburban area,9442.207783,2,24549.74024,13.81034938,11.28139032,0.807221652,12219.32772,1,31770.25207,14.14852341,11.26528072,0.902344424,Typical suburban area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209021428,Preston - East,6110.628822,1,14665.50917,14.08062583,10.56157617,0.762225714,Urban mixed use and residential area,5674.155335,1,13617.9728,14.01266268,10.15562283,0.721034311,Urban mixed use and residential area,5674.155335,1,13617.9728,14.01266268,11.87942041,0.900464484,9602.41672,1,23045.80013,14.63633298,12.84812037,1.006287126,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209021429,Preston - West,2353.427328,2,6118.911053,12.40646951,9.873031736,0.645006985,Typical suburban area,3137.903104,2,8158.548071,12.64891791,9.493543852,0.610150194,Typical suburban area,3334.022048,2,8668.457326,12.71026673,10.67812198,0.720808246,4314.616768,1,11218.0036,13.02150304,10.66287384,0.805748087,Typical suburban area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209031209,Eltham,8854.815951,3,25678.96626,14.61406192,10.95735701,0.772826964,Spacious residential area,14167.70552,2,41086.34601,15.04453211,10.37892288,0.722129997,Typical suburban area,7083.852761,3,20543.17301,14.4733266,11.39535828,0.816977189,5312.889571,3,15407.37975,14.33394658,11.39535828,0.816977189,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209031210,Hurstbridge,1251.573999,3,3629.564598,13.29821823,12.13570874,0.747012335,Spacious residential area,2002.518399,2,5807.303356,13.68992908,11.49506993,0.698008792,Typical suburban area,1001.259199,3,2903.651678,13.17015466,12.62081256,0.789687816,750.9443995,3,2177.738759,13.04332435,12.62081256,0.789687816,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209031211,Kinglake,2313.469719,5,6246.368241,9.043562926,6.538635589,0.448841939,Green wedges and hinterland,2313.469719,5,6246.368241,9.043562926,6.538635589,0.448841939,Green wedges and hinterland,3084.626292,5,8328.490988,9.087425328,6.800006161,0.474483478,2313.469719,5,6246.368241,9.043562926,6.538635589,0.448841939,Green wedges and hinterland,Green wedges and hinterland,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209031212,Panton Hill - St Andrews,1357.423163,5,3936.527173,9.807203828,7.404475968,0.484523871,Green wedges and hinterland,1357.423163,5,3936.527173,9.807203828,7.404475968,0.484523871,Green wedges and hinterland,1809.897551,5,5248.702897,9.854769983,7.700457001,0.512203855,1357.423163,5,3936.527173,9.807203828,7.404475968,0.484523871,Green wedges and hinterland,Green wedges and hinterland,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209031213,Plenty - Yarrambat,5856.43371,3,18154.9445,12.831207,9.711609751,0.839472117,Spacious residential area,9370.293936,2,29047.9112,13.20916161,9.19893808,0.784403269,Typical suburban area,4685.146968,3,14523.9556,12.7076408,10.09981444,0.88742966,3513.860226,3,10892.9667,12.58526456,10.09981444,0.88742966,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209031214,Research - North Warrandyte,4578.698163,3,13736.09449,13.33245448,8.5065121,0.683770024,Spacious residential area,7325.917061,2,21977.75118,13.72517378,8.057457013,0.638915136,Typical suburban area,3662.958531,3,10988.87559,13.2040612,8.846545109,0.722832584,2747.218898,3,8241.656694,13.07690437,8.846545109,0.722832584,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209031215,Wattle Glen - Diamond Creek,4707.462978,3,14122.38893,14.47143314,10.89412386,0.764218546,Spacious residential area,7531.940765,2,22595.82229,14.89770208,10.31902778,0.714086285,Typical suburban area,3765.970382,3,11297.91115,14.33207135,11.32959749,0.807876987,2824.477787,3,8473.433361,14.19405164,11.32959749,0.807876987,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209041216,Bundoora - North,2740.287265,1,7672.804343,10.5833803,11.14299135,0.790907209,Urban mixed use and residential area,2544.552461,1,7124.74689,10.53229736,10.71469026,0.748165831,Urban mixed use and residential area,2544.552461,1,7124.74689,10.53229736,12.53338296,0.934347712,24466.85058,4,68507.18164,21.73400913,18.5784577,1.590759179,Urban mixed use and residential area,Urban core districts,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209041217,Bundoora - West,1767.975618,1,4596.736606,11.39706062,9.84548666,0.675625974,Urban mixed use and residential area,1641.691645,1,4268.398277,11.34205027,9.467057521,0.639114504,Urban mixed use and residential area,1641.691645,1,4268.398277,11.34205027,11.07397923,0.798158844,2778.247399,1,7223.443237,11.84685796,11.97699999,0.891958521,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209041219,Lalor,6670.924433,3,19345.68086,11.26359904,11.57878353,0.814702502,Spacious residential area,10673.47909,2,30953.08937,11.59537836,10.96754457,0.761258525,Typical suburban area,11340.57154,2,32887.65746,11.65161739,12.33604442,0.899321885,4002.55466,3,11607.40851,11.04770376,12.04162524,0.861245001,Typical suburban area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209041220,Mill Park - North,5762.471584,1,17287.41475,12.76942721,9.766314724,0.715942113,Urban mixed use and residential area,6585.68181,2,19757.04543,12.89359421,10.57780768,0.715737383,Typical suburban area,5350.866471,1,16052.59941,12.70779284,10.98492844,0.845786798,9055.312489,1,27165.93747,13.27338649,11.88068761,0.945183715,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209041221,Mill Park - South,3530.947924,1,10239.74898,11.17113719,9.719038372,0.681471357,Urban mixed use and residential area,3278.737358,1,9508.338338,11.11721731,9.345469502,0.644643997,Urban mixed use and residential area,3278.737358,1,9508.338338,11.11721731,10.93175308,0.805064358,5548.632452,1,16091.03411,11.61201822,11.82317609,0.899675571,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209041223,Thomastown,7312.000925,3,20473.60259,12.20428783,11.75169178,0.832476682,Spacious residential area,11699.20148,2,32757.76414,12.56377598,11.13132506,0.77786673,Typical suburban area,5849.60074,3,16378.88207,12.08675894,12.22144519,0.880034589,4387.200555,3,12284.16155,11.97036188,12.22144519,0.880034589,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209041224,Wallan,12242.48578,5,36727.45733,9.349162022,6.636206872,0.464010404,Green wedges and hinterland,65293.25748,2,195879.7724,12.61823407,4.118040923,0.746253215,Typical suburban area,69374.08607,2,208122.2582,12.67943407,4.63187867,0.881595182,36727.45733,2,110182.372,12.19802576,5.009582338,0.985200303,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
